Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.32,Penguin Classics,Paperback,1276,2003,1846,,2022/01/09,to-read,to-read (#207),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.38,Atria Books,Hardcover,337,2014,2012,,2022/01/09,to-read,to-read (#206),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1939126010""","=""9781939126016""",0,4.00,Zola Books,ebook,537,2013,2003,,2022/01/09,to-read,to-read (#205),to-read,,,,0,0
6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,"Evanovich, Janet",,"=""0312362080""","=""9780312362089""",0,4.05,St. Martin's Griffin,Paperback,320,2006,1994,,2022/01/09,to-read,to-read (#204),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,4.00,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2022/01/09,to-read,to-read (#203),to-read,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,4.01,Signet Classics,Mass Market Paperback,141,1996,1945,,2022/01/09,to-read,to-read (#202),to-read,,,,0,0
57185348,Matrix,Lauren Groff,"Groff, Lauren",,"=""1594634491""","=""9781594634499""",0,3.68,Riverhead Books,Hardcover,260,2021,2021,,2022/01/09,to-read,to-read (#201),to-read,,,,0,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0525620788""","=""9780525620785""",0,3.67,Del Rey,Hardcover,320,2020,2020,,2022/01/09,to-read,to-read (#200),to-read,,,,0,0
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""0385751079""","=""9780385751070""",0,4.16,David Fickling Books,Hardcover,224,2006,2006,,2022/01/09,to-read,to-read (#199),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2022/01/09,to-read,to-read (#198),to-read,,,,0,0
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""052554190X""","=""9780525541905""",0,3.78,G.P. Putnam's Sons,Hardcover,310,2019,2019,,2022/01/09,to-read,to-read (#197),to-read,,,,0,0
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""0451499077""","=""9780451499073""",0,3.74,Hogarth,Kindle Edition,304,2017,2017,,2022/01/09,to-read,to-read (#196),to-read,,,,0,0
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0385536976""","=""9780385536974""",0,3.91,Doubleday,Hardcover,403,2013,2013,,2022/01/09,to-read,to-read (#195),to-read,,,,0,0
6753,Brief Interviews with Hideous Men,David Foster Wallace,"Wallace, David Foster",,"=""034911188X""","=""9780349111889""",0,3.84,Abacus,Paperback,273,2000,1999,,2022/01/09,to-read,to-read (#194),to-read,,,,0,0
42346406,One Two Three,Laurie Frankel,"Frankel, Laurie",,"=""1250236770""","=""9781250236777""",0,3.87,Henry Holt and Co.,Hardcover,416,2021,2021,,2022/01/09,to-read,to-read (#193),to-read,,,,0,0
29999,The Maltese Falcon,Dashiell Hammett,"Hammett, Dashiell",,"=""""","=""""",0,3.87,Orion,Paperback,213,2005,1930,,2022/01/08,to-read,to-read (#192),to-read,,,,0,0
2373,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,"Deaver, Jeffery",,"=""0451188454""","=""9780451188458""",0,4.20,Signet Book,Mass Market Paperback,528,1998,1997,,2022/01/08,to-read,to-read (#191),to-read,,,,0,0
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",0,3.86,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,,2022/01/08,to-read,to-read (#190),to-read,,,,0,0
13145,"Along Came a Spider (Alex Cross, #1)",James  Patterson,"Patterson, James",,"=""0446692638""","=""9780446692632""",0,4.13,"Little, Brown and Company",Paperback,449,2003,1993,,2022/01/08,to-read,to-read (#189),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2022/01/08,to-read,to-read (#188),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,,2022/01/08,to-read,to-read (#187),to-read,,,,0,0
10614,Misery,Stephen        King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2022/01/08,to-read,to-read (#186),to-read,,,,0,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""0857197681""","=""9780857197689""",0,4.29,Harriman House,Paperback,242,2020,2020,,2022/01/08,to-read,to-read (#185),to-read,,,,0,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,4.35,Harper Business,Hardcover,274,2016,2016,,2022/01/08,to-read,to-read (#184),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2022/01/08,to-read,to-read (#183),to-read,,,,0,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2022/01/08,to-read,to-read (#182),to-read,,,,0,0
51187948,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"Larson, Erik",,"=""038534872X""","=""9780385348720""",0,4.30,Crown ,Kindle Edition,546,2020,2020,,2022/01/08,to-read,to-read (#181),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.35,Riverhead Books,Paperback,371,2004,2003,,2022/01/08,to-read,to-read (#180),to-read,,,,0,0
80660,We Need to Talk About Kevin,Lionel Shriver,"Shriver, Lionel",,"=""006112429X""","=""9780061124297""",0,4.08,Harper Perennial,Paperback,400,2006,2003,,2022/01/08,to-read,to-read (#179),to-read,,,,0,0
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",0,4.02,Vintage Books,Paperback,159,1989,1981,,2022/01/08,to-read,to-read (#178),to-read,,,,0,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",0,4.13,William Morrow Paperbacks,Paperback,176,2006,2002,,2022/01/08,to-read,to-read (#177),to-read,,,,0,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",5,4.14,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2022/01/08,,,read,,,,1,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.07,Vintage Books,Paperback,204,1998,1971,,2022/01/08,to-read,to-read (#176),to-read,,,,0,0
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,3.78,Bloomsbury Paperbacks,Paperback,250,2002,1993,,2022/01/08,to-read,to-read (#175),to-read,,,,0,0
6749,Oblivion,David Foster Wallace,"Wallace, David Foster",,"=""0316010766""","=""9780316010764""",0,4.07,Back Bay Books,Paperback,329,2005,2004,,2022/01/08,to-read,to-read (#174),to-read,,,,0,0
46945,Requiem for a Dream,Hubert Selby Jr.,"Jr., Hubert Selby","Darren Aronofsky, Richard Price","=""1560252480""","=""9781560252481""",0,4.11,Grand Central Publishing,Paperback,279,1999,1978,,2022/01/08,to-read,to-read (#173),to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",0,4.18,W. W. Norton & Company,Paperback,224,2018,1996,,2022/01/08,to-read,to-read (#172),to-read,,,,0,0
11781322,The Lottery and Other Stories,Shirley Jackson,"Jackson, Shirley",A.M. Homes,"=""1429957840""","=""9781429957847""",4,4.02," Farrar, Straus and Giroux",Kindle Edition,324,2005,1949,2022/01/05,2022/01/03,,,read,,,,1,0
59336632,The Day of the Jackal,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",4,4.27,NAL,Kindle Edition,434,2021,1971,2022/01/08,2021/12/26,,,read,,,,1,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.22,Harper Business,Paperback,320,2006,1984,,2022/01/04,to-read,to-read (#171),to-read,,,,0,0
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",0,3.90,Houghton Mifflin Co.,Hardcover,374,2006,2006,,2022/01/04,to-read,to-read (#170),to-read,,,,0,0
23878688,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,"Chapman, Gary",,"=""0802492401""","=""9780802492401""",4,4.28,Northfield Publishing,Kindle Edition,232,2024,1990,,2022/01/04,,,read,,,,1,0
7015403,The Gifts of Imperfection,Brené Brown,"Brown, Brené",,"=""159285849X""","=""9781592858491""",0,4.25,Hazelden,Paperback,137,2010,2010,,2022/01/04,to-read,to-read (#169),to-read,,,,0,0
40670008,Before the Fall,Noah Hawley,"Hawley, Noah",,"=""1455561800""","=""9781455561803""",0,3.72,Grand Central Publishing,Kindle Edition,401,2016,2016,,2022/01/04,to-read,to-read (#168),to-read,,,,0,0
40163119,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385521316""","=""9780385521314""",0,4.47,Doubleday,Hardcover,441,2019,2018,,2022/01/04,to-read,to-read (#167),to-read,,,,0,0
7822895,"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307594777""","=""9780307594778""",2,4.47,Knopf,Hardcover,1531,2010,2005,,2022/01/04,,,read,,,,1,0
32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,"Grisham, John",,"=""""","=""""",3,4.12,Dell,Mass Market Paperback,738,2004,1989,,2022/01/04,,,read,,,,1,0
32499,The Pelican Brief,John Grisham,"Grisham, John",,"=""0385339704""","=""9780385339704""",3,4.06,Delta,Paperback,400,2006,1992,,2022/01/04,,,read,,,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",4,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2022/01/02,,,read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2022/01/02,to-read,to-read (#166),to-read,,,,0,0
415,Gravity’s Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.01,Penguin Books,Paperback,776,2006,1973,,2022/01/02,to-read,to-read (#165),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2022/01/02,to-read,to-read (#164),to-read,,,,0,0
257845,True Grit,Charles Portis,"Portis, Charles",,"=""1585673692""","=""9781585673698""",0,4.17,Overlook Press,Paperback,224,2002,1968,,2022/01/02,to-read,to-read (#163),to-read,,,,0,0
9915,Less Than Zero,Bret Easton Ellis,"Ellis, Bret Easton",Rachel Kushner,"=""""","=""""",5,3.60,Vintage Books,Paperback,208,2010,1985,,2022/01/02,,,read,,,,1,0
31685789,Room,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",4,4.08,"Little, Brown and Company",Kindle Edition,321,2010,2010,,2022/01/02,,,read,,,,1,0
54483158,Untitled,Katherine Kerr Crosby,"Crosby, Katherine Kerr",,"=""""","=""""",0,4.50,,,400,,,,2022/01/02,to-read,to-read (#162),to-read,,,,0,0
50485649,In My Dreams I Hold a Knife,Ashley Winstead,"Winstead, Ashley",,"=""172822988X""","=""9781728229881""",0,3.80,Sourcebooks Landmark,Hardcover,345,2021,2021,,2022/01/02,to-read,to-read (#161),to-read,,,,0,0
53138099,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,"Cosimano, Elle",,"=""1250241707""","=""9781250241702""",0,3.99,Minotaur Books,Hardcover,355,2021,2021,,2022/01/02,to-read,to-read (#160),to-read,,,,0,0
54860353,Dark Roads,Chevy Stevens,"Stevens, Chevy",,"=""1250133572""","=""9781250133571""",0,3.96,St. Martin's Press,Hardcover,375,2021,2021,,2022/01/02,to-read,to-read (#159),to-read,,,,0,0
55711747,Chasing the Boogeyman,Richard  Chizmar,"Chizmar, Richard",,"=""1982175168""","=""9781982175160""",0,3.94,Gallery Books,Hardcover,322,2021,2021,,2022/01/02,to-read,to-read (#158),to-read,,,,0,0
57099262,One Kingdom Under Heaven,Alastair Luft,"Luft, Alastair",,"=""168433697X""","=""9781684336975""",0,4.23,Black Rose Writing,Paperback,318,2021,,,2022/01/02,to-read,to-read (#157),to-read,,,,0,0
55671327,"While Justice Sleeps (Avery Keene, #1)",Stacey Abrams,"Abrams, Stacey",,"=""0385546572""","=""9780385546577""",0,3.95,Bantam Doubleday Dell/Penguin Random House Publishing Group/Bertelsmann,Hardcover,367,2021,2021,,2022/01/02,to-read,to-read (#156),to-read,,,,0,0
54860573,Once There Were Wolves,Charlotte McConaghy,"McConaghy, Charlotte",,"=""1250244145""","=""9781250244147""",0,4.09,Flatiron Books,Hardcover,258,2021,2021,,2022/01/02,to-read,to-read (#155),to-read,,,,0,0
54860585,Razorblade Tears,S.A. Cosby,"Cosby, S.A.",,"=""""","=""""",0,4.11,Flatiron Books,Hardcover,336,2021,2021,,2022/01/02,to-read,to-read (#154),to-read,,,,0,0
51324324,The Burning Girls,C.J. Tudor,"Tudor, C.J.",,"=""""","=""""",0,4.01,Michael Joseph,Hardcover,400,2021,2021,,2022/01/02,to-read,to-read (#152),to-read,,,,0,0
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",0,4.26,Doubleday,ebook,213,2019,2019,,2022/01/02,to-read,to-read (#151),to-read,,,,0,0
11529868,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,"=""0812992792""","=""9780812992793""",0,4.07,Random House,Hardcover,443,2012,2012,,2022/01/02,to-read,to-read (#150),to-read,,,,0,0
115468,The Town,Conrad Richter,"Richter, Conrad",,"=""0821409808""","=""9780821409800""",0,3.97,Ohio University Press by arrangement w/ A.A. Knopf,Paperback,300,1991,1950,,2022/01/02,to-read,to-read (#149),to-read,,,,0,0
257443,So Big,Edna Ferber,"Ferber, Edna",,"=""1417906774""","=""9781417906772""",0,4.08,Kessinger Pub,Paperback,376,2005,1924,,2022/01/02,to-read,to-read (#148),to-read,,,,0,0
368772,The Caine Mutiny,Herman Wouk,"Wouk, Herman",,"=""0316955108""","=""9780316955102""",0,4.29,Back Bay Books,Paperback,537,1992,1951,,2022/01/02,to-read,to-read (#147),to-read,,,,0,0
113091,A Death in the Family,James Agee,"Agee, James",,"=""0375701230""","=""9780375701238""",0,3.89,Vintage,Paperback,320,1998,1957,,2022/01/02,to-read,to-read (#146),to-read,,,,0,0
133488,Tales of the South Pacific,James A. Michener,"Michener, James A.",,"=""0449206521""","=""9780449206522""",0,4.04,Fawcett Books,Mass Market Paperback,384,1984,1947,,2022/01/02,to-read,to-read (#145),to-read,,,,0,0
12468,The Executioner's Song,Norman Mailer,"Mailer, Norman",,"=""0375700811""","=""9780375700811""",0,4.05,Vintage,Paperback,1056,1998,1979,,2022/01/02,to-read,to-read (#144),to-read,,,,0,0
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",0,3.86,Random House,Hardcover,270,2008,2008,,2022/01/02,to-read,to-read (#143),to-read,,,,0,0
577283,The Confessions of Nat Turner,William Styron,"Styron, William",,"=""0679736638""","=""9780679736639""",0,3.96,Vintage,Paperback,453,1992,1968,,2022/01/02,to-read,to-read (#142),to-read,,,,0,0
92508,The Bridge of San Luis Rey,Thornton Wilder,"Wilder, Thornton",Russell Banks,"=""0060088877""","=""9780060088873""",0,3.79,Harper Perennial Modern Classics,Paperback,160,2003,1927,,2022/01/02,to-read,to-read (#141),to-read,,,,0,0
41193,A Thousand Acres,Jane Smiley,"Smiley, Jane",,"=""1400033837""","=""9781400033836""",0,3.82,Vintage,Paperback,371,2003,1991,,2022/01/02,to-read,to-read (#140),to-read,,,,0,0
682804,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,"Shaara, Michael",,"=""0345348109""","=""9780345348104""",0,4.33,Ballantine Books,Mass Market Paperback,345,1987,1974,,2022/01/02,to-read,to-read (#139),to-read,,,,0,0
187020,Empire Falls,Richard Russo,"Russo, Richard",,"=""0375726403""","=""9780375726408""",0,3.94,Vintage Books,Paperback,483,2002,2001,,2022/01/02,to-read,to-read (#138),to-read,,,,0,0
292408,Angle of Repose,Wallace Stegner,"Stegner, Wallace",,"=""014016930X""","=""9780140169300""",0,4.24,Penguin,Paperback,569,1992,1971,,2022/01/02,to-read,to-read (#137),to-read,,,,0,0
6149,"Beloved (Beloved Trilogy, #1)",Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",0,3.97,Vintage,Paperback,325,2004,1987,,2022/01/02,to-read,to-read (#135),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.81,Scribner,Hardcover,96,1996,1952,,2022/01/02,to-read,to-read (#134),to-read,,,,0,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.18,Picador USA,Paperback,639,2001,2000,,2022/01/02,to-read,to-read (#133),to-read,,,,0,0
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""""","=""""",0,4.27,Pocket,Paperback,295,2004,1982,,2022/01/02,to-read,to-read (#132),to-read,,,,0,0
49247150,Tell Me How to Be,Neel Patel,"Patel, Neel",,"=""1250184975""","=""9781250184979""",0,4.15,Flatiron Books,Hardcover,336,2021,2021,,2022/01/02,to-read,to-read (#131),to-read,,,,0,0
56898223,A History of Wild Places,Shea Ernshaw,"Ernshaw, Shea",,"=""1982164808""","=""9781982164805""",0,3.92,Atria Books,Hardcover,354,2021,2021,,2022/01/02,to-read,to-read (#130),to-read,,,,0,0
56347314,My Monticello,Jocelyn Nicole Johnson,"Johnson, Jocelyn Nicole",,"=""1250807158""","=""9781250807151""",0,3.90,Henry Holt and Co.,Hardcover,224,2021,2021,,2022/01/02,to-read,to-read (#129),to-read,,,,0,0
56898179,"The Book of Magic (Practical Magic, #2)",Alice Hoffman,"Hoffman, Alice",,"=""198215148X""","=""9781982151485""",0,4.15,Simon & Schuster,Hardcover,400,2021,2021,,2022/01/02,to-read,to-read (#128),to-read,,,,0,0
56898076,The Inheritance of Orquídea Divina,Zoraida Córdova,"Córdova, Zoraida",,"=""1982102543""","=""9781982102548""",0,3.92,Atria Books,Hardcover,324,2021,2021,,2022/01/02,to-read,to-read (#127),to-read,,,,0,0
56269064,Rock Paper Scissors,Alice Feeney,"Feeney, Alice",,"=""1250266106""","=""9781250266101""",0,3.89,Flatiron Books,Hardcover,294,2021,2021,,2022/01/02,to-read,to-read (#126),to-read,,,,0,0
53205888,Under the Whispering Door,T.J. Klune,"Klune, T.J.",,"=""1250217342""","=""9781250217349""",0,4.12,Tor Books,Hardcover,376,2021,2021,,2022/01/02,to-read,to-read (#125),to-read,,,,0,0
57151981,Beasts of a Little Land,Juhea Kim,"Kim, Juhea",,"=""006309357X""","=""9780063093577""",0,4.02,Ecco,Hardcover,416,2021,2021,,2022/01/02,to-read,to-read (#124),to-read,,,,0,0
56816904,The Sentence,Louise Erdrich,"Erdrich, Louise",,"=""006267112X""","=""9780062671127""",0,3.94,Harper,Hardcover,387,2021,2021,,2022/01/02,to-read,to-read (#123),to-read,,,,0,0
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,"Smith, Clint",,"=""0316492930""","=""9780316492935""",0,4.70,"Little, Brown and Company",Hardcover,336,2021,2021,,2022/01/02,to-read,to-read (#122),to-read,,,,0,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",0,3.98,Berkley,Paperback,358,2020,2020,,2022/01/02,to-read,to-read (#121),to-read,,,,0,0
57699848,"Go Tell the Bees That I Am Gone (Outlander, #9)",Diana Gabaldon,"Gabaldon, Diana",,"=""0385685548""","=""9780385685542""",0,4.45,Doubleday Canada,Hardcover,902,2021,2021,,2022/01/02,to-read,to-read (#120),to-read,,,,0,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",0,4.09,Bethany House Publishers ,Paperback,184,1999,1843,,2022/01/02,to-read,to-read (#119),to-read,,,,0,0
57701764,Wish You Were Here,Jodi Picoult,"Picoult, Jodi",,"=""1984818414""","=""9781984818416""",0,3.91,Ballantine Books,Hardcover,310,2021,2021,,2022/01/02,to-read,to-read (#118),to-read,,,,0,0
17788401,Ugly Love,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.00,Atria Books,Kindle Edition,330,2014,2014,,2022/01/02,to-read,to-read (#117),to-read,,,,0,0
54189398,"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,"Armas, Elena",,"=""1668002531""","=""9781668002537""",0,3.80,Elena Armas,ebook,487,2021,2021,,2022/01/02,to-read,to-read (#116),to-read,,,,0,0
54798488,The One Hundred Years of Lenni and Margot,Marianne Cronin,"Cronin, Marianne",,"=""0063017504""","=""9780063017504""",0,4.29,Harper Perennial,Paperback,322,2021,2021,,2022/01/02,to-read,to-read (#115),to-read,,,,0,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.27,Ballantine Books,Paperback,429,2003,1973,,2022/01/02,to-read,to-read (#114),to-read,,,,0,0
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",4,3.92,Henry Holt & Company,Hardcover,358,2012,2012,2022/01/02,2021/12/26,,,read,,,,1,0
19000,The Constant Gardener,John Le Carré,"Carré, John Le",,"=""""","=""9780743287203""",4,3.83,Scribner,Paperback,482,2005,2001,,2022/01/01,,,read,,,,1,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John Le Carré,"Carré, John Le",,"=""""","=""9780743442534""",4,4.09,Scribner,Paperback,212,2001,1963,2022/01/01,2022/01/01,,,read,,,,1,0
32791963,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""""","=""""",0,3.88,"Farrar, Straus and Giroux",Kindle Edition,273,2016,2016,,2022/01/01,to-read,to-read (#113),to-read,,,,0,0
36510239,"North and South (North and South, #1)",John Jakes,"Jakes, John",,"=""""","=""""",0,4.21,Open Road Media,Kindle Edition,820,2012,1982,,2022/01/01,to-read,to-read (#112),to-read,,,,0,0
55710304,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Vintage,Kindle Edition,362,2019,2019,,2022/01/01,to-read,to-read (#111),to-read,,,,0,0
218978,The Pilgrim's Progress,John Bunyan,"Bunyan, John",,"=""1853264687""","=""9781853264689""",0,4.07,Wordsworth Editions,Paperback,272,1996,1678,,2022/01/01,to-read,to-read (#110),to-read,,,,0,0
59239099,Trust Exercise,Susan Choi,"Choi, Susan",,"=""""","=""""",0,3.13,Henry Holt and Co.,Kindle Edition,267,2020,2019,,2022/01/01,to-read,to-read (#109),to-read,,,,0,0
681941,The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,Robert Wright,"Wright, Robert",,"=""0679763996""","=""9780679763994""",0,4.08,Vintage,Paperback,496,1995,1994,,2022/01/01,to-read,to-read (#108),to-read,,,,0,0
51983359,The XX Brain,Lisa Mosconi,"Mosconi, Lisa",Maria Shriver,"=""0593083121""","=""9780593083123""",0,4.00,Avery,Kindle Edition,384,2020,2020,,2022/01/01,to-read,to-read (#107),to-read,,,,0,0
46136224,Uncanny Valley,Anna Wiener,"Wiener, Anna",,"=""0374719764""","=""9780374719760""",3,3.64,MCD,Kindle Edition,290,2020,2020,,2022/01/01,,,read,,,,1,0
17168056,The Earth Shall Weep: A History of Native America,James    Wilson,"Wilson, James",,"=""0802197469""","=""9780802197467""",0,4.26,Grove Press,Kindle Edition,498,2007,1998,,2022/01/01,to-read,to-read (#105),to-read,,,,0,0
19743174,Anatomy of a Scientific Discovery: The Race to Find the Body's Own Morphine,Jeff Goldberg,"Goldberg, Jeff",,"=""""","=""""",0,3.71,Skyhorse,Kindle Edition,202,2013,1988,,2022/01/01,to-read,to-read (#104),to-read,,,,0,0
55710121,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.20,Ballantine Books,ebook,355,2019,2019,,2022/01/01,to-read,to-read (#103),to-read,,,,0,0
5853237,A Lesson Before Dying,Ernest J. Gaines,"Gaines, Ernest J.",,"=""""","=""""",4,3.98,Vintage,Kindle Edition,272,2004,1993,,2022/01/01,,,read,,,,1,0
54858253,Valley of the Dolls,Jacqueline Susann,"Susann, Jacqueline",,"=""""","=""""",0,3.86,Tiger,Kindle Edition,454,2016,1966,,2022/01/01,to-read,to-read (#102),to-read,,,,0,0
48678512,All Boys Aren't Blue,George M.   Johnson,"Johnson, George M.",,"=""0374312729""","=""9780374312725""",0,4.19,"Farrar, Straus and Giroux (BYR)",Kindle Edition,304,2020,2020,,2022/01/01,to-read,to-read (#101),to-read,,,,0,0
18626839,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""""","=""""",0,3.95,Vintage,Kindle Edition,1318,2011,2009,,2022/01/01,to-read,to-read (#100),to-read,,,,0,0
53582662,Beyond Tidy: Declutter Your Mind and Discover the Magic of Organized Living,Annmarie Brogan,"Brogan, Annmarie",Marie Limpert,"=""1631586041""","=""9781631586040""",0,3.55,Racehorse,Kindle Edition,171,2020,,,2022/01/01,to-read,to-read (#99),to-read,,,,0,0
41016483,A Woman Is No Man,Etaf Rum,"Rum, Etaf",,"=""0062699784""","=""9780062699787""",0,4.26,Harper ,Kindle Edition,368,2019,2019,,2022/01/01,to-read,to-read (#98),to-read,,,,0,0
29215173,Love Warrior,Glennon Doyle,"Doyle, Glennon",Glennon Doyle Melton,"=""1250075742""","=""9781250075741""",0,4.07,Flatiron Books,Kindle Edition,192,2016,2016,,2022/01/01,to-read,to-read (#97),to-read,,,,0,0
